# strong X-ray emission lines with Emissivity>1e-18
# with 0.1 keV < energy < 10.1 keV
# www.atomdb.org/Webguide, uses atomDB 3.0.2
ion	ionization_stage	energy	wavelength	upper_lev	lower_lev	emissivity	kT	relative_intensity
#(-)	(-)	(keV)	(A)	(level)	(level)	(ph*cm3/s)	(keV)	(-)
Si	VI	0.163	76.0645460123	65	1	3.411E-018	0.04319	0
Co	XII	0.163	76.0645460123	170	6	1.942E-018	0.1366	0
Fe	XIII	0.163	76.0645460123	156	14	1.461E-018	0.1719	0
Fe	XIII	0.163	76.0645460123	155	14	2.673E-018	0.1719	0
Fe	XII	0.163	76.0645460123	258	10	1.07E-018	0.1366	0
Fe	XIV	0.163	76.0645460123	95	27	3.512E-018	0.1719	0
Fe	X	0.163	76.0645460123	102	1	3.018E-016	0.1085	0.03
Si	VII	0.163	76.0645460123	182	7	6.44E-018	0.06845	0
Si	VIII	0.163	76.0645460123	74	6	5.875E-016	0.08617	0.06
Ni	XIII	0.163	76.0645460123	129	7	1.205E-017	0.1719	0
Si	VII	0.163	76.0645460123	184	8	2.361E-018	0.06845	0
Fe	XIV	0.163	76.0645460123	63	11	1.996E-017	0.1719	0
Fe	XIII	0.163	76.0645460123	154	14	1.773E-018	0.1719	0
Mg	VII	0.163	76.0645460123	234	12	9.274E-018	0.06845	0
Si	VII	0.163	76.0645460123	180	7	1.195E-017	0.06845	0
Fe	XIV	0.163	76.0645460123	94	28	4.464E-018	0.1719	0
Si	VII	0.163	76.0645460123	179	7	1.244E-017	0.06845	0
Mg	VII	0.163	76.0645460123	234	11	5.745E-018	0.06845	0
Fe	XIV	0.163	76.0645460123	94	27	1.471E-018	0.1719	0
Si	VII	0.163	76.0645460123	33	1	1.813E-018	0.06845	0
Si	VI	0.163	76.0645460123	64	1	2.12E-017	0.04319	0
Fe	XIII	0.163	76.0645460123	231	32	1.177E-018	0.1719	0
Fe	XIV	0.163	76.0645460123	92	25	1.485E-017	0.1719	0
Si	VII	0.163	76.0645460123	179	8	2.4E-018	0.06845	0
Mg	VIII	0.163	76.0645460123	80	8	2.515E-018	0.08617	0
Fe	XIV	0.163	76.0645460123	47	8	3.402E-016	0.1719	0.04
Si	VIII	0.163	76.0645460123	74	7	3.816E-016	0.08617	0.04
Fe	XIV	0.163	76.0645460123	115	35	3.038E-018	0.1719	0
Si	VII	0.163	76.0645460123	176	6	1.118E-018	0.06845	0
Fe	X	0.163	76.0645460123	98	1	1.687E-017	0.1085	0
Si	VI	0.163	76.0645460123	65	2	6.383E-018	0.04319	0
Na	VIII	0.163	76.0645460123	16	1	3.594E-017	0.06845	0
Ni	XIII	0.163	76.0645460123	214	38	2.683E-018	0.1719	0
Fe	XIII	0.163	76.0645460123	182	23	5.385E-018	0.1719	0
Mg	VII	0.162	76.5340802469	201	8	5.956E-017	0.06845	0.01
Fe	XVI	0.162	76.5340802469	8	4	9.899E-018	0.2725	0
Si	VIII	0.162	76.5340802469	74	8	1.882E-016	0.08617	0.02
Si	VII	0.162	76.5340802469	175	6	1.209E-017	0.06845	0
Si	VI	0.162	76.5340802469	62	1	7.356E-018	0.04319	0
Fe	XI	0.162	76.5340802469	248	6	1.475E-017	0.1366	0
Fe	XXIII	0.162	76.5340802469	100	52	1.138E-018	1.366	0
Fe	XIII	0.162	76.5340802469	288	58	1.171E-018	0.1719	0
Fe	XIV	0.162	76.5340802469	91	25	1.006E-018	0.1719	0
Ni	XII	0.162	76.5340802469	132	19	1.775E-018	0.1366	0
Fe	XIV	0.162	76.5340802469	61	11	9.155E-016	0.1719	0.09
Fe	XIV	0.162	76.5340802469	91	27	5.865E-018	0.1719	0
Ni	XII	0.162	76.5340802469	125	14	1.504E-018	0.1366	0
P	VII	0.162	76.5340802469	9	1	5.324E-018	0.06845	0
Fe	XV	0.162	76.5340802469	41	9	1.178E-017	0.2165	0
Fe	XIII	0.162	76.5340802469	228	33	2.517E-018	0.1719	0
Si	VI	0.162	76.5340802469	64	2	3.76E-018	0.04319	0
Si	VII	0.162	76.5340802469	176	7	2.031E-018	0.06845	0
Fe	XIV	0.162	76.5340802469	114	36	4.018E-018	0.1719	0
Ar	XIV	0.162	76.5340802469	127	16	1.73E-018	0.3431	0
Ni	XII	0.162	76.5340802469	126	15	6.075E-018	0.1366	0
Fe	XIV	0.162	76.5340802469	90	28	1.636E-018	0.1719	0
Fe	XIV	0.162	76.5340802469	62	12	1.465E-016	0.1719	0.02
Fe	X	0.162	76.5340802469	107	2	6.454E-017	0.1085	0.01
Fe	XVI	0.162	76.5340802469	8	5	8.995E-017	0.2725	0.01
Fe	XIV	0.162	76.5340802469	61	12	6.547E-017	0.1719	0.01
Fe	X	0.162	76.5340802469	101	2	3.756E-017	0.1085	0
Fe	XIV	0.162	76.5340802469	100	30	2.53E-018	0.1719	0
Fe	XIV	0.162	76.5340802469	119	38	6.488E-018	0.1719	0
Fe	X	0.162	76.5340802469	93	1	1.088E-017	0.1085	0
Ni	XII	0.162	76.5340802469	193	39	1.013E-018	0.1366	0
Si	VI	0.162	76.5340802469	62	2	1.147E-018	0.04319	0
Mg	VIII	0.162	76.5340802469	97	9	5.428E-018	0.08617	0
Al	IX	0.162	76.5340802469	87	7	7.562E-018	0.1085	0
Fe	XIII	0.162	76.5340802469	107	8	1.133E-018	0.1719	0
Fe	XIII	0.162	76.5340802469	228	35	1.649E-018	0.1719	0
Ni	XII	0.162	76.5340802469	160	26	2.113E-018	0.1366	0
Fe	XII	0.162	76.5340802469	230	8	2.586E-018	0.1366	0
Fe	XIII	0.162	76.5340802469	90	4	4.33E-017	0.1719	0
Fe	VIII	0.162	76.5340802469	382	1	2.513E-018	0.05437	0
Al	IX	0.162	76.5340802469	73	6	2.237E-017	0.1085	0
Fe	XIII	0.161	77.009447205	289	63	1.788E-017	0.1719	0
Fe	XVI	0.161	77.009447205	7	4	5.122E-017	0.2725	0.01
Mg	VIII	0.161	77.009447205	97	10	2.281E-017	0.08617	0
Fe	XIV	0.161	77.009447205	119	40	3.768E-018	0.1719	0
Fe	X	0.161	77.009447205	104	2	7.858E-017	0.1085	0.01
S	IX	0.161	77.009447205	30	9	4.794E-018	0.1085	0
Fe	X	0.161	77.009447205	92	1	2.272E-017	0.1085	0
P	VII	0.161	77.009447205	10	2	1.229E-018	0.06845	0
Fe	XIII	0.161	77.009447205	220	34	4.958E-018	0.1719	0
Al	VIII	0.161	77.009447205	24	4	2.793E-018	0.08617	0
Fe	XIII	0.161	77.009447205	291	64	1.949E-018	0.1719	0
Fe	XIV	0.161	77.009447205	118	37	3.91E-018	0.1719	0
Ni	XII	0.161	77.009447205	133	22	9.898E-018	0.1366	0
Fe	X	0.161	77.009447205	102	2	9.702E-017	0.1085	0.01
Fe	XI	0.161	77.009447205	248	7	9.339E-018	0.1366	0
Ni	XIII	0.161	77.009447205	223	42	3.851E-018	0.1719	0
Ni	XII	0.161	77.009447205	143	23	2.105E-018	0.1366	0
Cr	XIII	0.161	77.009447205	24	5	7.205E-018	0.1366	0
Fe	XIII	0.161	77.009447205	156	17	1.13E-016	0.1719	0.01
Fe	XIII	0.161	77.009447205	155	17	2.447E-018	0.1719	0
Al	VII	0.161	77.009447205	154	6	2.863E-018	0.06845	0
Si	VII	0.161	77.009447205	157	6	5.876E-017	0.06845	0.01
Fe	XIV	0.161	77.009447205	119	39	2.042E-017	0.1719	0
Ni	XII	0.161	77.009447205	126	18	1.571E-018	0.1366	0
Fe	XII	0.161	77.009447205	249	9	1.673E-018	0.1366	0
Fe	XIV	0.161	77.009447205	118	39	1.243E-018	0.1719	0
Ni	XII	0.161	77.009447205	124	18	7.084E-018	0.1366	0
Fe	XIII	0.161	77.009447205	106	7	1.666E-015	0.1719	0.17
Fe	XIV	0.161	77.009447205	97	30	3.61E-017	0.1719	0
Fe	XV	0.161	77.009447205	39	9	1.333E-018	0.2165	0
Fe	XIV	0.161	77.009447205	104	31	1.761E-016	0.1719	0.02
Fe	XIII	0.161	77.009447205	151	16	1.744E-018	0.1719	0
Fe	XII	0.161	77.009447205	250	10	1.8E-018	0.1366	0
Fe	XIII	0.161	77.009447205	290	65	5.431E-018	0.1719	0
Fe	XIII	0.161	77.009447205	289	65	1.01E-018	0.1719	0
Fe	X	0.161	77.009447205	97	2	1.285E-018	0.1085	0
Fe	XIII	0.161	77.009447205	212	33	1.321E-018	0.1719	0
Fe	X	0.161	77.009447205	100	1	3.054E-017	0.1085	0
Fe	XIV	0.161	77.009447205	96	29	5.74E-017	0.1719	0.01
Ni	XII	0.161	77.009447205	141	23	1.859E-018	0.1366	0
Fe	XIV	0.161	77.009447205	96	30	1.311E-018	0.1719	0
Fe	XIII	0.161	77.009447205	298	69	4.078E-018	0.1719	0
Si	VI	0.161	77.009447205	60	1	3.597E-018	0.04319	0
Si	IX	0.161	77.009447205	32	14	1.592E-018	0.1085	0
Si	VI	0.161	77.009447205	59	1	8.855E-017	0.04319	0.01
Si	IX	0.161	77.009447205	34	15	6.019E-018	0.1085	0
Si	VII	0.161	77.009447205	157	7	1.675E-017	0.06845	0
O	VII	0.16	77.49075625	126	6	2.114E-018	0.2165	0
Ni	XIX	0.16	77.49075625	29	3	5.324E-018	0.6845	0
Fe	XIII	0.16	77.49075625	149	14	9.797E-017	0.1719	0.01
Ni	XII	0.16	77.49075625	124	19	1.159E-018	0.1366	0
Fe	XIII	0.16	77.49075625	211	33	1.316E-018	0.1719	0
Fe	XII	0.16	77.49075625	280	11	6.314E-018	0.1366	0
Fe	XI	0.16	77.49075625	280	13	3.393E-018	0.1366	0
Si	IX	0.16	77.49075625	31	14	2.066E-018	0.1085	0
Fe	X	0.16	77.49075625	94	2	1.67E-018	0.1085	0
Fe	XIV	0.16	77.49075625	106	32	2.374E-018	0.1719	0
Mg	VIII	0.16	77.49075625	80	9	2.218E-018	0.08617	0
Fe	XIII	0.16	77.49075625	288	60	1.099E-018	0.1719	0
Ni	XI	0.16	77.49075625	21	1	1.27E-016	0.1085	0.01
Fe	X	0.16	77.49075625	93	2	4.002E-018	0.1085	0
Ni	XIII	0.16	77.49075625	225	43	1.135E-018	0.1719	0
Fe	XIII	0.16	77.49075625	231	39	1.409E-017	0.1719	0
Si	IX	0.16	77.49075625	30	14	2.861E-017	0.1085	0
Fe	XIII	0.16	77.49075625	146	15	1.891E-018	0.1719	0
Mg	VIII	0.16	77.49075625	80	10	1.027E-018	0.08617	0
Fe	XIV	0.16	77.49075625	95	30	1.027E-017	0.1719	0
Fe	XII	0.16	77.49075625	244	9	4.668E-018	0.1366	0
Si	VI	0.16	77.49075625	60	2	2.428E-017	0.04319	0
O	VII	0.16	77.49075625	53	2	7.298E-018	0.1719	0
O	VII	0.16	77.49075625	52	2	4.452E-018	0.1719	0
O	VII	0.16	77.49075625	51	2	1.436E-018	0.1719	0
Fe	XII	0.16	77.49075625	169	4	2.221E-018	0.1366	0
Mg	VIII	0.16	77.49075625	96	9	5.448E-017	0.08617	0.01
Ni	XII	0.16	77.49075625	141	24	2.275E-018	0.1366	0
Fe	XIII	0.16	77.49075625	228	39	2.336E-017	0.1719	0
Fe	XIII	0.16	77.49075625	298	70	1.131E-018	0.1719	0
Fe	XIII	0.16	77.49075625	231	40	1.533E-017	0.1719	0
Fe	XII	0.16	77.49075625	280	12	4.937E-018	0.1366	0
Fe	XIII	0.16	77.49075625	206	31	2.927E-017	0.1719	0
Fe	X	0.16	77.49075625	99	1	1.885E-017	0.1085	0
Mg	VIII	0.16	77.49075625	148	14	2.643E-018	0.08617	0
O	VII	0.16	77.49075625	123	3	1.092E-018	0.2165	0
Fe	XIII	0.16	77.49075625	211	35	2.075E-018	0.1719	0
Fe	XXI	0.16	77.49075625	455	238	1.507E-018	1.085	0
Fe	XIII	0.16	77.49075625	207	32	3.612E-017	0.1719	0
Fe	XIV	0.16	77.49075625	94	29	2.594E-018	0.1719	0
Mg	VIII	0.16	77.49075625	29	12	2.246E-018	0.08617	0
Mg	VIII	0.16	77.49075625	47	12	5.46E-018	0.08617	0
Mg	VIII	0.16	77.49075625	113	10	5.192E-017	0.08617	0.01
Fe	X	0.16	77.49075625	169	27	1.188E-017	0.1085	0
Fe	X	0.16	77.49075625	86	1	3.461E-018	0.1085	0
Mg	VIII	0.16	77.49075625	96	10	1.083E-017	0.08617	0
Fe	XIII	0.16	77.49075625	209	33	3.939E-017	0.1719	0
Fe	XIII	0.16	77.49075625	229	40	1.888E-018	0.1719	0
Fe	XVII	0.16	77.49075625	152	43	1.198E-018	0.5437	0
Fe	XI	0.16	77.49075625	347	38	1.14E-018	0.1366	0
Fe	XI	0.16	77.49075625	276	13	6.293E-018	0.1366	0
Fe	XIII	0.16	77.49075625	228	40	3.085E-017	0.1719	0
Fe	XIII	0.16	77.49075625	296	70	1.155E-018	0.1719	0
Fe	X	0.16	77.49075625	95	1	4.71E-017	0.1085	0
Mg	IX	0.159	77.9781194969	12	5	8.617E-016	0.08617	0.09
Fe	X	0.159	77.9781194969	85	1	3.84E-018	0.1085	0
Fe	XIII	0.159	77.9781194969	206	32	6.451E-018	0.1719	0
Na	IX	0.159	77.9781194969	7	2	1.613E-017	0.08617	0
Al	VII	0.159	77.9781194969	140	6	1.201E-018	0.06845	0
Al	VII	0.159	77.9781194969	139	6	1.962E-018	0.06845	0
Fe	XIII	0.159	77.9781194969	231	41	1.877E-018	0.1719	0
Fe	XIII	0.159	77.9781194969	147	16	2.987E-018	0.1719	0
Fe	X	0.159	77.9781194969	90	1	1.051E-016	0.1085	0.01
Fe	XVIII	0.159	77.9781194969	104	35	1.492E-018	0.6845	0
Fe	XIII	0.159	77.9781194969	207	33	6.755E-018	0.1719	0
Fe	X	0.159	77.9781194969	89	1	7.092E-016	0.1085	0.07
Fe	XII	0.159	77.9781194969	241	9	1.986E-018	0.1366	0
Fe	XIII	0.159	77.9781194969	229	41	1.148E-018	0.1719	0
Fe	XIII	0.159	77.9781194969	220	39	2.433E-018	0.1719	0
Fe	XIII	0.159	77.9781194969	151	17	1.84E-018	0.1719	0
Na	IX	0.159	77.9781194969	8	3	2.913E-017	0.08617	0
Fe	XIII	0.159	77.9781194969	228	41	4.199E-018	0.1719	0
Na	IX	0.159	77.9781194969	7	3	3.217E-018	0.08617	0
Fe	XIII	0.159	77.9781194969	288	63	6.642E-018	0.1719	0
Al	VII	0.159	77.9781194969	140	7	2.273E-018	0.06845	0
Al	VII	0.159	77.9781194969	139	7	1.017E-018	0.06845	0
Fe	XII	0.159	77.9781194969	169	5	3.261E-018	0.1366	0
Fe	XII	0.159	77.9781194969	215	6	1.6E-018	0.1366	0
Mg	VII	0.159	77.9781194969	189	7	5.134E-018	0.06845	0
Fe	XIV	0.159	77.9781194969	104	32	1.12E-017	0.1719	0
Fe	XIII	0.159	77.9781194969	209	35	3.345E-018	0.1719	0
Mg	VII	0.159	77.9781194969	188	7	3.49E-018	0.06845	0
Fe	XI	0.159	77.9781194969	273	14	6.941E-018	0.1085	0
Mg	VII	0.159	77.9781194969	188	8	2.349E-017	0.06845	0
Al	VII	0.159	77.9781194969	139	8	2.472E-018	0.06845	0
Fe	XIII	0.159	77.9781194969	220	40	1.237E-018	0.1719	0
Ni	XII	0.159	77.9781194969	198	44	1.196E-018	0.1366	0
Ne	IX	0.159	77.9781194969	14	4	1.852E-018	0.3431	0
Mg	VIII	0.159	77.9781194969	95	7	3.072E-018	0.08617	0
Fe	XVII	0.159	77.9781194969	150	44	2.303E-018	0.5437	0
Ne	IX	0.159	77.9781194969	15	5	4.472E-018	0.3431	0
Ne	IX	0.159	77.9781194969	14	5	1.389E-018	0.3431	0
Fe	XIII	0.159	77.9781194969	214	38	1.515E-018	0.1719	0
Fe	X	0.159	77.9781194969	100	2	2.878E-017	0.1085	0
Fe	XIV	0.159	77.9781194969	114	38	1.601E-017	0.1719	0
Fe	XIII	0.159	77.9781194969	145	15	2.074E-016	0.1719	0.02
Fe	XIII	0.159	77.9781194969	285	61	1.379E-018	0.1719	0
Fe	XII	0.159	77.9781194969	163	1	5.863E-016	0.1366	0.06
Ne	IX	0.158	78.4716518987	15	6	1.477E-018	0.3431	0
Ne	IX	0.158	78.4716518987	13	3	2.747E-018	0.3431	0
Fe	XIV	0.158	78.4716518987	47	9	7.832E-017	0.1719	0.01
Al	VI	0.158	78.4716518987	123	1	1.041E-017	0.04319	0
Ne	IX	0.158	78.4716518987	16	6	7.45E-018	0.3431	0
Fe	XIII	0.158	78.4716518987	145	14	3.375E-018	0.1719	0
O	VII	0.158	78.4716518987	165	7	1.067E-018	0.2165	0
Fe	XIII	0.158	78.4716518987	143	15	2.132E-017	0.1719	0
Fe	XIII	0.158	78.4716518987	148	18	1.624E-017	0.1719	0
Al	VIII	0.158	78.4716518987	109	14	4.885E-018	0.08617	0
Fe	XIII	0.158	78.4716518987	212	39	7.669E-018	0.1719	0
Fe	XIV	0.158	78.4716518987	115	40	1.65E-017	0.1719	0
Ni	XII	0.158	78.4716518987	193	43	2.45E-018	0.1366	0
Fe	XIII	0.158	78.4716518987	149	17	1.266E-017	0.1719	0
Fe	XVII	0.158	78.4716518987	154	46	1.096E-018	0.5437	0
Al	VI	0.158	78.4716518987	124	2	1.768E-018	0.04319	0
Fe	XIII	0.158	78.4716518987	147	18	1.875E-018	0.1719	0
Fe	XIV	0.158	78.4716518987	114	40	1.296E-018	0.1719	0
Mg	VIII	0.158	78.4716518987	121	7	6.186E-018	0.08617	0
Fe	X	0.158	78.4716518987	87	2	1.132E-018	0.1085	0
Fe	XIII	0.158	78.4716518987	92	5	8.723E-018	0.1719	0
Mg	VII	0.158	78.4716518987	67	1	2.073E-017	0.06845	0
Fe	XIII	0.158	78.4716518987	293	70	1.332E-018	0.1719	0
P	VIII	0.158	78.4716518987	52	6	1.412E-018	0.08617	0
Fe	XIV	0.158	78.4716518987	97	31	3.477E-018	0.1719	0
Mg	VII	0.158	78.4716518987	67	2	1.706E-017	0.06845	0
Mg	VIII	0.158	78.4716518987	111	7	3.664E-017	0.08617	0
Mg	VIII	0.158	78.4716518987	111	6	4.398E-016	0.08617	0.05
Fe	XII	0.158	78.4716518987	167	2	2.77E-018	0.1366	0
Mg	VII	0.158	78.4716518987	66	2	1.345E-018	0.05437	0
Fe	XIII	0.158	78.4716518987	247	43	8.168E-018	0.1719	0
Fe	X	0.158	78.4716518987	86	2	6.75E-018	0.1085	0
Fe	XIII	0.158	78.4716518987	140	15	4.009E-017	0.1719	0
Ni	XIV	0.158	78.4716518987	191	27	7.252E-018	0.1719	0
Fe	XIII	0.158	78.4716518987	145	16	1.723E-017	0.1719	0
Mg	VII	0.158	78.4716518987	68	3	2.147E-018	0.06845	0
Fe	XIII	0.158	78.4716518987	211	40	5.747E-018	0.1719	0
Fe	XII	0.158	78.4716518987	166	2	1.683E-018	0.1366	0
Mg	VII	0.158	78.4716518987	67	3	3.181E-017	0.06845	0
P	VII	0.158	78.4716518987	7	1	5.275E-018	0.06845	0
Fe	XIII	0.158	78.4716518987	144	16	1.154E-016	0.1719	0.01
Fe	XIV	0.158	78.4716518987	96	31	8.857E-018	0.1719	0
Fe	XIV	0.158	78.4716518987	114	39	2.406E-018	0.1719	0
S	VIII	0.158	78.4716518987	29	3	1.472E-016	0.08617	0.02
Mg	VIII	0.158	78.4716518987	46	13	1.683E-018	0.08617	0
Mg	VIII	0.158	78.4716518987	46	12	1.202E-017	0.08617	0
Si	VII	0.157	78.9714713376	34	4	1.68E-018	0.06845	0
Fe	XIII	0.157	78.9714713376	143	16	3.027E-018	0.1719	0
Fe	XII	0.157	78.9714713376	162	1	3.799E-016	0.1366	0.04
Al	VI	0.157	78.9714713376	117	1	3.764E-018	0.04319	0
Si	IX	0.157	78.9714713376	26	13	1.32E-017	0.1085	0
Fe	XII	0.157	78.9714713376	234	10	4.456E-018	0.1366	0
Fe	X	0.157	78.9714713376	90	2	9.072E-017	0.1085	0.01
Al	VII	0.157	78.9714713376	59	3	4.673E-018	0.06845	0
Mg	VII	0.157	78.9714713376	201	11	4.029E-017	0.06845	0
O	VII	0.157	78.9714713376	95	5	1.438E-018	0.2165	0
Ni	XI	0.157	78.9714713376	57	3	2.057E-018	0.1085	0
Ni	XI	0.157	78.9714713376	19	1	8.527E-017	0.1085	0.01
Mg	VIII	0.157	78.9714713376	73	2	2.843E-018	0.08617	0
O	VII	0.157	78.9714713376	96	6	3.085E-018	0.2165	0
Ni	XV	0.157	78.9714713376	96	20	2.793E-017	0.2165	0
Fe	XIV	0.157	78.9714713376	47	10	6.359E-017	0.1719	0.01
Ni	XII	0.157	78.9714713376	133	23	1.372E-018	0.1366	0
Ca	XIII	0.157	78.9714713376	241	15	2.432E-018	0.2725	0
Al	VII	0.157	78.9714713376	56	2	1.271E-018	0.06845	0
Fe	XIX	0.157	78.9714713376	9	1	2.43E-017	0.6845	0
Fe	XIII	0.157	78.9714713376	293	73	1.029E-018	0.1719	0
Si	IX	0.157	78.9714713376	33	15	1.791E-017	0.1085	0
Fe	XII	0.157	78.9714713376	166	3	8.603E-018	0.1366	0
Ni	XIV	0.157	78.9714713376	191	28	3.779E-018	0.1719	0
Al	VII	0.157	78.9714713376	55	2	7.642E-018	0.06845	0
Fe	XIII	0.157	78.9714713376	209	40	1.891E-018	0.1719	0
Fe	XIII	0.157	78.9714713376	140	16	2.251E-018	0.1719	0
O	VII	0.157	78.9714713376	132	7	1.21E-018	0.2165	0
Si	IX	0.157	78.9714713376	25	13	5.015E-017	0.1085	0.01
Ni	XIV	0.157	78.9714713376	191	29	1.89E-018	0.1719	0
Al	VI	0.157	78.9714713376	109	1	4.714E-018	0.04319	0
Mg	VII	0.157	78.9714713376	62	1	8.933E-017	0.06845	0.01
O	VII	0.157	78.9714713376	93	3	1.424E-018	0.2165	0
Mg	VII	0.156	79.4776987179	63	2	6.084E-018	0.05437	0
Fe	XII	0.156	79.4776987179	161	1	2.064E-016	0.1366	0.02
Si	VII	0.156	79.4776987179	25	1	2.624E-016	0.06845	0.03
Si	VII	0.156	79.4776987179	24	1	4.575E-017	0.06845	0
Mg	VII	0.156	79.4776987179	62	2	6.019E-017	0.06845	0.01
Co	XI	0.156	79.4776987179	113	3	1.272E-018	0.1085	0
Fe	XII	0.156	79.4776987179	457	81	2.391E-018	0.1366	0
Mg	VII	0.156	79.4776987179	63	3	1.557E-018	0.05437	0
Al	VII	0.156	79.4776987179	53	3	2.075E-018	0.06845	0
Fe	XI	0.156	79.4776987179	230	6	5.483E-018	0.1366	0
Mg	VII	0.156	79.4776987179	62	3	3.19E-018	0.06845	0
Fe	XI	0.156	79.4776987179	280	16	4.258E-018	0.1366	0
Fe	XIII	0.156	79.4776987179	145	17	9.474E-018	0.1719	0
Fe	XIV	0.156	79.4776987179	97	32	2.643E-018	0.1719	0
Si	VII	0.156	79.4776987179	21	1	1.323E-018	0.06845	0
Si	VII	0.156	79.4776987179	25	2	1.451E-016	0.06845	0.01
Al	VII	0.156	79.4776987179	49	3	1.123E-018	0.06845	0
Si	VII	0.156	79.4776987179	24	2	2.903E-017	0.06845	0
Si	VII	0.156	79.4776987179	23	2	5.838E-018	0.06845	0
Ni	XIX	0.156	79.4776987179	37	26	1.574E-018	0.6845	0
Fe	XI	0.156	79.4776987179	228	6	5.719E-018	0.1366	0
Mg	VI	0.156	79.4776987179	166	1	7.231E-017	0.04319	0.01
Mg	VI	0.156	79.4776987179	163	1	1.336E-016	0.04319	0.01
Ni	XIII	0.156	79.4776987179	200	42	4.554E-018	0.1719	0
Na	VII	0.156	79.4776987179	118	6	2.78E-018	0.05437	0
Si	VII	0.156	79.4776987179	24	3	5.473E-017	0.06845	0.01
Mg	VIII	0.156	79.4776987179	30	15	1.518E-018	0.08617	0
Mg	VI	0.156	79.4776987179	162	1	1.661E-016	0.04319	0.02
Fe	XIII	0.156	79.4776987179	293	75	2.46E-018	0.1719	0
Si	VIII	0.156	79.4776987179	73	6	1.782E-016	0.08617	0.02
Fe	XIII	0.156	79.4776987179	288	69	7.269E-018	0.1719	0
Mg	VIII	0.156	79.4776987179	94	7	8.093E-018	0.08617	0
Mg	VIII	0.156	79.4776987179	78	6	5.218E-017	0.08617	0.01
P	VII	0.156	79.4776987179	5	1	1.977E-018	0.06845	0
Si	VII	0.155	79.9904580645	21	2	1.581E-018	0.06845	0
Ni	XIV	0.155	79.9904580645	214	46	1.068E-018	0.1719	0
Fe	XI	0.155	79.9904580645	223	6	5.719E-018	0.1366	0
Fe	XI	0.155	79.9904580645	276	16	1.105E-018	0.1366	0
Mg	VI	0.155	79.9904580645	154	1	1.03E-017	0.04319	0
Cr	XI	0.155	79.9904580645	110	1	5.551E-018	0.1085	0
Mg	VI	0.155	79.9904580645	153	1	3.263E-018	0.04319	0
Fe	XI	0.155	79.9904580645	221	6	3.564E-018	0.1366	0
Mn	XII	0.155	79.9904580645	145	7	1.574E-018	0.1366	0
Si	VIII	0.155	79.9904580645	73	7	7.845E-017	0.08617	0.01
Ni	XII	0.155	79.9904580645	140	25	1.081E-018	0.1366	0
Fe	XIII	0.155	79.9904580645	106	11	3.809E-016	0.1719	0.04
Fe	XII	0.155	79.9904580645	449	82	1.625E-018	0.1366	0
Fe	XII	0.155	79.9904580645	448	81	2.452E-018	0.1366	0
Ni	XV	0.155	79.9904580645	96	23	1.867E-018	0.2165	0
Al	VII	0.155	79.9904580645	46	3	2.82E-018	0.06845	0
Fe	XI	0.155	79.9904580645	231	7	7.894E-018	0.1366	0
Mg	VI	0.155	79.9904580645	150	1	3.065E-018	0.04319	0
Mg	VI	0.155	79.9904580645	149	1	1.07E-017	0.04319	0
Mg	VI	0.155	79.9904580645	148	1	2.64E-017	0.04319	0
Fe	XIV	0.155	79.9904580645	95	32	1.43E-018	0.1719	0
Fe	XIII	0.155	79.9904580645	289	74	1.487E-017	0.1719	0
Fe	XI	0.155	79.9904580645	230	7	2.586E-018	0.1366	0
Ni	XXIII	0.155	79.9904580645	13	1	3.948E-018	1.366	0
P	VII	0.155	79.9904580645	4	1	4.533E-018	0.06845	0
Al	VII	0.155	79.9904580645	45	3	1.072E-018	0.06845	0
Fe	XI	0.155	79.9904580645	229	7	1.112E-018	0.1366	0
Fe	XIV	0.155	79.9904580645	43	6	1.025E-017	0.1719	0
Fe	XIII	0.155	79.9904580645	290	75	7.907E-018	0.1719	0
Mg	VII	0.155	79.9904580645	195	12	1.86E-018	0.06845	0
Fe	XIII	0.155	79.9904580645	289	75	2.269E-018	0.1719	0
Mg	VII	0.155	79.9904580645	195	11	1.702E-018	0.06845	0
Mg	VII	0.155	79.9904580645	194	12	1.948E-018	0.06845	0
Fe	XIII	0.155	79.9904580645	90	5	3.466E-018	0.1719	0
Fe	XIII	0.155	79.9904580645	298	78	2.883E-018	0.1719	0
Ni	XII	0.155	79.9904580645	124	23	1.195E-018	0.1366	0
Fe	XIV	0.155	79.9904580645	43	7	9.398E-017	0.1719	0.01
Fe	XIII	0.155	79.9904580645	237	43	2.776E-018	0.1719	0
Si	VIII	0.155	79.9904580645	35	6	3.352E-016	0.08617	0.03
Fe	XIII	0.155	79.9904580645	286	68	1.061E-018	0.1719	0
S	VIII	0.155	79.9904580645	30	3	6.519E-018	0.08617	0
Mg	VII	0.155	79.9904580645	191	12	1.427E-018	0.06845	0
Cr	XI	0.155	79.9904580645	110	2	2.623E-018	0.1085	0
Mg	VII	0.155	79.9904580645	191	11	2.832E-018	0.06845	0
Fe	XII	0.155	79.9904580645	251	11	2.006E-018	0.1366	0
Ne	IX	0.155	79.9904580645	8	4	1.543E-018	0.3431	0
Fe	XIII	0.155	79.9904580645	231	42	5.887E-017	0.1719	0.01
Fe	XI	0.155	79.9904580645	212	6	1.787E-018	0.1366	0
Fe	XI	0.155	79.9904580645	211	6	3.989E-017	0.1366	0
